Alpha Clicks,Alpha Conversions,Compiled,Beta Impressions,Beta Clicks,Compiled,Search term,Match type,Added/Excluded,Campaign,Type,Ad group,Clicks,Impr.,CTR,Currency code,Avg. CPC,Cost,Conversions,Cost / conv.,Conv. rate,Campaign type
,,,,,,fun work awards,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Employee Awards,1,3,0.33,USD,2.11,2.11,0,0.00,0.00,Search
,,,,,,gifts from boss to employee,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,1,3,0.33,USD,0.80,0.80,0,0.00,0.00,Search
,,,,,,irecognize,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,3,0.33,USD,1.81,1.81,0,0.00,0.00,Search
,,,,,,you earned it app,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,3,0.33,USD,2.48,2.48,0,0.00,0.00,Search
,,,,,,awards for company employees,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Employee Awards,1,3,0.33,USD,1.61,1.61,0,0.00,0.00,Search
,,,,,,20 year service award,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Employee Awards,1,3,0.33,USD,3.87,3.87,0,0.00,0.00,Search
,,,,,,disney+ referral program,Phrase match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,3,0.33,USD,1.29,1.29,0,0.00,0.00,Search
,,,,,,macy's employee referral program,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Referral,1,3,0.33,USD,1.89,1.89,0,0.00,0.00,Search
,,,,,,best employee gifts 2018,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,1,3,0.33,USD,2.09,2.09,0,0.00,0.00,Search
,,,,,,personalized work anniversary gifts,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,1,3,0.33,USD,3.89,3.89,0,0.00,0.00,Search
,,,,,,sample write up for employee recognition,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,3,0.33,USD,1.60,1.60,0,0.00,0.00,Search
,,,,,,cheap employee appreciation ideas,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Appreciation,1,3,0.33,USD,0.87,0.87,0,0.00,0.00,Search
,,,,,,gifts for staff for christmas,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,1,3,0.33,USD,2.93,2.93,0,0.00,0.00,Search
,,,,,,why retaining employees is important,Phrase match,None,Google_Search_NB_Resources_Beta,Beta,employee retention,1,3,0.33,USD,1.73,1.73,0,0.00,0.00,Search
,,,,,,in employee retirement,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Retirement,1,3,0.33,USD,0.73,0.73,0,0.00,0.00,Search
,,,,,,gifts from manager to employees,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,1,3,0.33,USD,1.33,1.33,0,0.00,0.00,Search
,,,,,,what is the company that gave out cars as gifts,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,1,3,0.33,USD,3.24,3.24,0,0.00,0.00,Search
,,,,,,examples of profit sharing incentive plans,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,3,0.33,USD,2.64,2.64,0,0.00,0.00,Search
,,,,,,referral candy,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,3,0.33,USD,3.93,3.93,0,0.00,0.00,Search
,,,,,,express benefits,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,3,0.33,USD,2.71,2.71,0,0.00,0.00,Search
,,,,,,examples of employee referral programs,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Referral,1,3,0.33,USD,3.99,3.99,0,0.00,0.00,Search
,,,,,,sample of employee recognition,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Recognition,1,3,0.33,USD,1.14,1.14,0,0.00,0.00,Search
,,,,,,incentives examples,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,3,0.33,USD,2.25,2.25,0,0.00,0.00,Search
,,,,,,profit sharing as a means for employee retention,Phrase match,None,Google_Search_NB_Resources_Beta,Beta,employee retention,1,3,0.33,USD,2.48,2.48,0,0.00,0.00,Search
,,,,,,books on how to motivate employees,Phrase match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,3,0.33,USD,1.60,1.60,0,0.00,0.00,Search
,,,,,,ways to motivate employees and increase productivity,Phrase match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,3,0.33,USD,2.60,2.60,0,0.00,0.00,Search
,,,,,,employer branding tools,Phrase match,None,Google_Search_NB_Resources_Beta,Beta,employer brand,1,3,0.33,USD,4.55,4.55,0,0.00,0.00,Search
,,,,,,customer christmas gift ideas,Exact match (close variant),None,Google_Search_NB_Client_Holiday_Gifts_Alpha,Alpha,Christmas Customers,1,3,0.33,USD,2.82,2.82,0,0.00,0.00,Search
,,,,,,key elements to motivating employees,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,3,0.33,USD,4.34,4.34,0,0.00,0.00,Search
,,,,,,best corporate employee gifts,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,1,3,0.33,USD,2.18,2.18,0,0.00,0.00,Search
,,,,,,managing remote workers toolkit,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,remote,1,3,0.33,USD,3.57,3.57,0,0.00,0.00,Search
,,,,,,successful sales incentive programs,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Sales Incentive,1,3,0.33,USD,7.82,7.82,0,0.00,0.00,Search
,,,,,,how would a manager motivate low skilled minimum wage employees,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,3,0.33,USD,2.51,2.51,0,0.00,0.00,Search
,,,,,,jobs helping to improve employee satisfaction,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee engagement,1,3,0.33,USD,1.95,1.95,0,0.00,0.00,Search
,,,,,,hr engagement ideas,Phrase match,None,Google_Search_NB_Resources_Beta,Beta,hr tech stack,1,3,0.33,USD,2.18,2.18,0,0.00,0.00,Search
,,,,,,how to motivate an unmotivated employee,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,3,0.33,USD,2.37,2.37,0,0.00,0.00,Search
,,,,,,great referral programs,Phrase match (close variant),None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,3,0.33,USD,2.33,2.33,0,0.00,0.00,Search
,,,,,,charles schwab referral,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,3,0.33,USD,1.94,1.94,0,0.00,0.00,Search
,,,,,,taskrabbit referral,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,3,0.33,USD,1.79,1.79,0,0.00,0.00,Search
,,,,,,meijer rewards service center,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,3,0.33,USD,2.40,2.40,0,0.00,0.00,Search
,,,,,,birthday cards for businesses,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Employee Birthday,1,3,0.33,USD,2.26,2.26,0,0.00,0.00,Search
,,,,,,reward program refer,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,3,0.33,USD,1.78,1.78,0,0.00,0.00,Search
,,,,,,referral software for small business,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,3,0.33,USD,3.82,3.82,0,0.00,0.00,Search
,,,,,,staff gift,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Gifts,1,3,0.33,USD,1.29,1.29,0,0.00,0.00,Search
,,,,,,gift ideas for board members,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,3,0.33,USD,1.26,1.26,0,0.00,0.00,Search
,,,,,,www gogsg awardco com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,3,0.33,USD,1.24,1.24,0,0.00,0.00,Search
,,,,,,letter of recognition for going above and beyond,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,3,0.33,USD,2.06,2.06,0,0.00,0.00,Search
,,,,,,bonus structure for general manager,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,3,0.33,USD,2.07,2.07,0,0.00,0.00,Search
,,,,,,abbottexcellenceawards globoforce com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,3,0.33,USD,1.32,1.32,0,0.00,0.00,Search
,,,,,,employee of the month nomination template,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,3,0.33,USD,1.11,1.11,0,0.00,0.00,Search
,,,,,,compensation strategy,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,3,0.33,USD,4.47,4.47,0,0.00,0.00,Search
,,,,,,how to reward employees without money,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,3,0.33,USD,2.79,2.79,0,0.00,0.00,Search
,,,,,,reasonable rewards at work,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,3,0.33,USD,1.33,1.33,0,0.00,0.00,Search
,,,,,,best executive holiday gifts,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,3,0.33,USD,1.57,1.57,0,0.00,0.00,Search
,,,,,,referral companies for mortgage brokers,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,3,0.33,USD,6.28,6.28,0,0.00,0.00,Search
,,,,,,waste management bonus plan,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Bonus,1,3,0.33,USD,1.25,1.25,0,0.00,0.00,Search
,,,,,,https rollins recognition com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,3,0.33,USD,1.23,1.23,0,0.00,0.00,Search
,,,,,,h&m loyalty for employees,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,3,0.33,USD,1.52,1.52,0,0.00,0.00,Search
,,,,,,www awardselect com harvarduniversity18,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,3,0.33,USD,1.59,1.59,0,0.00,0.00,Search
,,,,,,superior industries awardco com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Employee Awards,1,3,0.33,USD,1.43,1.43,0,0.00,0.00,Search
,,,,,,white labled customer gift giving,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,3,0.33,USD,1.81,1.81,0,0.00,0.00,Search
,,,,,,rewards for school staff,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,3,0.33,USD,1.08,1.08,0,0.00,0.00,Search
,,,,,,bonus structure for managers,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Bonus,1,3,0.33,USD,1.26,1.26,0,0.00,0.00,Search
,,,,,,crothall gem com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,3,0.33,USD,1.06,1.06,0,0.00,0.00,Search
,,,,,,employee gift center,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,1,3,0.33,USD,1.01,1.01,0,0.00,0.00,Search
,,,,,,how to motivate remote employees,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,remote,1,3,0.33,USD,4.32,4.32,0,0.00,0.00,Search
,,,,,,amazon employee extras and discounts,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,3,0.33,USD,1.97,1.97,0,0.00,0.00,Search
,,,,,,best gifts for sales team,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,3,0.33,USD,0.73,0.73,0,0.00,0.00,Search
,,,,,,unique gifts for colleagues,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,3,0.33,USD,1.51,1.51,0,0.00,0.00,Search
,,,,,,https quickquack awardco com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,3,0.33,USD,1.54,1.54,0,0.00,0.00,Search
,,,,,,article related motivational change in the workplace in 2019,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,3,0.33,USD,4.52,4.52,0,0.00,0.00,Search
,,,,,,staffing referrals,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,3,0.33,USD,2.10,2.10,0,0.00,0.00,Search
,,,,,,stress relief gifts for employees,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,1,3,0.33,USD,2.33,2.33,0,0.00,0.00,Search
,,,,,,best gifts for employees,Exact match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,1,3,0.33,USD,0.92,0.92,0,0.00,0.00,Search
,,,,,,gift ideas for companies,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,1,3,0.33,USD,2.14,2.14,0,0.00,0.00,Search
,,,,,,employee referrals,Exact match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Referral,1,3,0.33,USD,5.89,5.89,0,0.00,0.00,Search
,,,,,,www firstam achievers com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,3,0.33,USD,2.80,2.80,0,0.00,0.00,Search
,,,,,,caesarstotalreturn,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,3,0.33,USD,3.11,3.11,0,0.00,0.00,Search
,,,,,,team recognition awards,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,3,0.33,USD,1.23,1.23,0,0.00,0.00,Search
,,,,,,gifts for work anniversary,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Anniversary,1,3,0.33,USD,2.18,2.18,0,0.00,0.00,Search
,,,,,,kroger retirement phone number,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Retirement,1,3,0.33,USD,1.43,1.43,0,0.00,0.00,Search
,,,,,,employee appreciation cards,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,3,0.33,USD,0.66,0.66,0,0.00,0.00,Search
,,,,,,incentive for employees,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Incentive,1,3,0.33,USD,2.45,2.45,0,0.00,0.00,Search
,,,,,,free real estate referral leads,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,3,0.33,USD,3.34,3.34,0,0.00,0.00,Search
,,,,,,corporate gifts com,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,1,3,0.33,USD,1.64,1.64,0,0.00,0.00,Search
,,,,,,great gifts for employees 2019,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,1,3,0.33,USD,0.84,0.84,0,0.00,0.00,Search
,,,,,,corporate perks sign up,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Perks,1,3,0.33,USD,1.19,1.19,0,0.00,0.00,Search
,,,,,,business employee awards,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Employee Awards,1,3,0.33,USD,4.03,4.03,0,0.00,0.00,Search
,,,,,,employee software bulk gift ideas,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,1,3,0.33,USD,1.06,1.06,0,0.00,0.00,Search
,,,,,,g4s referral program,Phrase match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,3,0.33,USD,1.89,1.89,0,0.00,0.00,Search
,,,,,,www hiltonhonor employee,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,3,0.33,USD,1.10,1.10,0,0.00,0.00,Search
,,,,,,stories to motivate employees,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,3,0.33,USD,2.85,2.85,0,0.00,0.00,Search
,,,,,,motivating staff,Exact match (close variant),None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,3,0.33,USD,3.44,3.44,0,0.00,0.00,Search
,,,,,,rewards for employees,Exact match,Added,Google_Search_NB_AllGeos_Alpha,Alpha,Rewards,1,3,0.33,USD,1.78,1.78,0,0.00,0.00,Search
,,,,,,ideas for gifts for employees,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,1,3,0.33,USD,3.70,3.70,0,0.00,0.00,Search
,,,,,,25 work anniversary gifts,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,1,3,0.33,USD,1.44,1.44,0,0.00,0.00,Search
,,,,,,funny recognition awards for employees,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Employee Awards,1,3,0.33,USD,3.52,3.52,0,0.00,0.00,Search
,,,,,,creating referral partners in insurance,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,3,0.33,USD,2.02,2.02,0,0.00,0.00,Search
,,,,,,incentive ideas for employees,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Incentive,1,3,0.33,USD,3.38,3.38,0,0.00,0.00,Search
,,,,,,referralrock,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,3,0.33,USD,2.75,2.75,0,0.00,0.00,Search
,,,,,,crothallgem workstride con ng login_clain,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,3,0.33,USD,1.81,1.81,0,0.00,0.00,Search
,,,,,,cool corporate gifts,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,1,3,0.33,USD,2.96,2.96,0,0.00,0.00,Search
,,,,,,company branded gifts,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,1,3,0.33,USD,4.81,4.81,0,0.00,0.00,Search
,,,,,,gift ideas for employees christmas,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,1,3,0.33,USD,1.45,1.45,0,0.00,0.00,Search
,,,,,,employee recognition platform,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Recognition,1,3,0.33,USD,12.43,12.43,0,0.00,0.00,Search
,,,,,,corporate xmas gifts,Exact match,Added,Google_Search_NB_Client_Holiday_Gifts_Beta,Beta,Christmas Corporate,1,3,0.33,USD,5.65,5.65,0,0.00,0.00,Search
,,,,,,blueboard san diego careers,Phrase match,None,Google_Search_Brand_AllGeos_Beta,Beta,Brand Core,1,3,0.33,USD,1.29,1.29,0,0.00,0.00,Search
,,,,,,spot bonus examples,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Bonus,1,3,0.33,USD,1.80,1.80,0,0.00,0.00,Search
,,,,,,gifts for healthcare industry,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,3,0.33,USD,0.69,0.69,0,0.00,0.00,Search
,,,,,,fond recognition software,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,3,0.33,USD,3.24,3.24,0,0.00,0.00,Search
,,,,,,https businesscollective com 6 ways to retain your employees index html,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee retention,1,3,0.33,USD,4.85,4.85,0,0.00,0.00,Search
,,,,,,work place motivation,Exact match (close variant),None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,3,0.33,USD,2.76,2.76,0,0.00,0.00,Search
,,,,,,different ways to recognize employees,Phrase match,None,Google_Search_NB_Resources_Beta,Beta,recognition roi,1,3,0.33,USD,3.00,3.00,0,0.00,0.00,Search
,,,,,,flintco awardco com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Employee Awards,1,3,0.33,USD,1.23,1.23,0,0.00,0.00,Search
,,,,,,holiday gifts for staff,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Gifts,1,3,0.33,USD,2.69,2.69,0,0.00,0.00,Search
,,,,,,discounts for staff in nonprofits,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,3,0.33,USD,3.16,3.16,0,0.00,0.00,Search
,,,,,,business anniversary events,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Anniversary,1,3,0.33,USD,2.81,2.81,0,0.00,0.00,Search
,,,,,,good gifts for your employees,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Gifts,1,3,0.33,USD,1.68,1.68,0,0.00,0.00,Search
,,,,,,retirement procedure for employers,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Retirement,1,3,0.33,USD,1.23,1.23,0,0.00,0.00,Search
,,,,,,christmas gift ideas for employees,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,3,0.33,USD,1.22,1.22,0,0.00,0.00,Search
,,,,,,employee gifts for 20 years of service,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Anniversary,1,3,0.33,USD,1.10,1.10,0,0.00,0.00,Search
,,,,,,employee gift idea,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Gifts,1,3,0.33,USD,1.22,1.22,0,0.00,0.00,Search
,,,,,,referral bonus policy,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,3,0.33,USD,1.59,1.59,0,0.00,0.00,Search
,,,,,,referral app,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,0,3,0.00,USD,--,0.00,0,0.00,0.00,Search
,,,,,,company christmas gift ideas,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,0,3,0.00,USD,--,0.00,0,0.00,0.00,Search
,,,,,,gifts for employees under $10,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,0,3,0.00,USD,--,0.00,0,0.00,0.00,Search
,,,,,,gifts for staff appreciation,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Appreciation,0,3,0.00,USD,--,0.00,0,0.00,0.00,Search
,,,,,,best gifts for employees,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,0,3,0.00,USD,--,0.00,0,0.00,0.00,Search
,,,,,,wow refer a friend,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,0,3,0.00,USD,--,0.00,0,0.00,0.00,Search
,,,,,,employees gifts,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Gifts,0,3,0.00,USD,--,0.00,0,0.00,0.00,Search
,,,,,,www peopleareeverything com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Employee Awards,0,3,0.00,USD,--,0.00,0,0.00,0.00,Search
,,,,,,client holiday gifts 2019,Phrase match,None,Google_Search_NB_Client_Holiday_Gifts_Beta,Beta,Holiday Gifts,0,3,0.00,USD,--,0.00,0,0.00,0.00,Search
,,,,,,ways to motivate your employees,Exact match (close variant),None,Google_Search_NB_Resources_Beta,Beta,employee motivation,0,3,0.00,USD,--,0.00,0,0.00,0.00,Search
,,,,,,fun games for employees to motivate,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,0,3,0.00,USD,--,0.00,0,0.00,0.00,Search
,,,,,,employee purchase program,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,0,3,0.00,USD,--,0.00,0,0.00,0.00,Search
,,,,,,employee incentive program,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Incentive,0,3,0.00,USD,--,0.00,0,0.00,0.00,Search
,,,,,,staff perks,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Perks,0,3,0.00,USD,--,0.00,0,0.00,0.00,Search
,,,,,,corporate holiday gifts 2019,Exact match,Added,Google_Search_NB_Client_Holiday_Gifts_Alpha,Alpha,Holiday Gifts,0,3,0.00,USD,--,0.00,0,0.00,0.00,Search
,,,,,,gifts for company christmas party,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,0,3,0.00,USD,--,0.00,0,0.00,0.00,Search
,,,,,,best client holiday gifts,Phrase match,None,Google_Search_NB_Client_Holiday_Gifts_Beta,Beta,Holiday Gifts,0,3,0.00,USD,--,0.00,0,0.00,0.00,Search
,,,,,,how does target motivate their employees,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,0,3,0.00,USD,--,0.00,0,0.00,0.00,Search
,,,,,,holiday gift for clients,Exact match (close variant),None,Google_Search_NB_Client_Holiday_Gifts_Alpha,Alpha,Holiday Gifts,0,3,0.00,USD,--,0.00,0,0.00,0.00,Search
,,,,,,employer branding in recruitment,Phrase match,None,Google_Search_NB_Resources_Beta,Beta,employer brand,0,3,0.00,USD,--,0.00,0,0.00,0.00,Search
,,,,,,high five rewards,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,2,0.50,USD,1.74,1.74,1,1.74,1.00,Search
