Alpha Clicks,Alpha Conversions,Compiled,Beta Impressions,Beta Clicks,Compiled,Search term,Match type,Added/Excluded,Campaign,Type,Ad group,Impr.,Clicks,CTR,Currency code,Cost,Conversions,Cost / conv.,Conv. rate
,,,,,,unique gifts boss of constructions company,Broad match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Gifts,4,1,25.00%,USD,1,0,0,0.00%
,,,,,,best corporate gifts 2019,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,4,1,25.00%,USD,3,0,0,0.00%
,,,,,,birthday gifts for employees,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Employee Birthday,4,1,25.00%,USD,1,0,0,0.00%
,,,,,,sprint perks program,Phrase match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Perks,4,1,25.00%,USD,1,0,0,0.00%
,,,,,,employee referrals,Exact match (close variant),None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Referral,4,1,25.00%,USD,4,0,0,0.00%
,,,,,,www selectagiftplan com agiftforyou,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,4,1,25.00%,USD,3,0,0,0.00%
,,,,,,best office gifts,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,4,1,25.00%,USD,1,0,0,0.00%
,,,,,,corporate recognition awards,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,4,1,25.00%,USD,7,0,0,0.00%
,,,,,,company rewards programs,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,4,1,25.00%,USD,4,0,0,0.00%
,,,,,,30 year work anniversary gift,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,4,1,25.00%,USD,23,0,0,0.00%
,,,,,,employee retention job description,Phrase match,None,Google_Search_NB_Resources_Beta,Beta,employee retention,4,1,25.00%,USD,3,0,0,0.00%
,,,,,,awards for sales performance,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Sales Award,4,1,25.00%,USD,4,0,0,0.00%
,,,,,,peer recognition examples,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,4,1,25.00%,USD,3,0,0,0.00%
,,,,,,at&t perks,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,4,1,25.00%,USD,1,0,0,0.00%
,,,,,,perks ww,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,4,1,25.00%,USD,5,0,0,0.00%
,,,,,,support rewards com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,3,2,66.67%,USD,4,1,4,50.00%
,,,,,,travel incentives,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Travel,3,1,33.33%,USD,10,1,10,100.00%
,,,,,,www awardselect com novipax1,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,3,1,33.33%,USD,3,1,3,100.00%
,,,,,,vistanarecognition,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,3,2,66.67%,USD,6,1,11,25.00%
,,,,,,formalizing your rewards and recognition program,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Recognition,3,1,33.33%,USD,11,1,21,50.00%
,,,,,,employee of the month program,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,3,2,66.67%,USD,5,0,0,0.00%
,,,,,,www hertzrecognitions awardco,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,3,2,66.67%,USD,2,0,0,0.00%
,,,,,,loop point recognition,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,3,2,66.67%,USD,3,0,0,0.00%
,,,,,,gittuniverse,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,3,2,66.67%,USD,4,0,0,0.00%
,,,,,,wellness prizes,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,3,2,66.67%,USD,10,0,0,0.00%
,,,,,,hertzrecognitions awarco,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,3,2,66.67%,USD,6,0,0,0.00%
,,,,,,free people employee appreciation,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,3,2,66.67%,USD,4,0,0,0.00%
,,,,,,momence awardco com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Employee Awards,3,2,66.67%,USD,3,0,0,0.00%
,,,,,,bonus program template,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Bonus,3,2,66.67%,USD,11,0,0,0.00%
,,,,,,swissport benefits,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,3,2,66.67%,USD,4,0,0,0.00%
,,,,,,www awardselect com kindercare10,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,3,2,66.67%,USD,4,0,0,0.00%
,,,,,,examples of pay for performance plans,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,3,2,66.67%,USD,9,0,0,0.00%
,,,,,,ruby tuesday online rewards,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,3,2,66.67%,USD,3,0,0,0.00%
,,,,,,recognition programs for work,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Recognition,3,2,66.67%,USD,20,0,0,0.00%
,,,,,,truck driver recognition awards,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,3,2,66.67%,USD,7,0,0,0.00%
,,,,,,how to set up a bonus structure for employees,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,3,2,66.67%,USD,9,0,0,0.00%
,,,,,,employee anniversary program,Phrase match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Anniversary,3,2,66.67%,USD,32,0,0,0.00%
,,,,,,coupons for employees,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,3,2,66.67%,USD,6,0,0,0.00%
,,,,,,green dot referral program,Phrase match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,3,2,66.67%,USD,3,0,0,0.00%
,,,,,,recognition com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,3,2,66.67%,USD,6,0,0,0.00%
,,,,,,google amenities,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,3,2,66.67%,USD,5,0,0,0.00%
,,,,,,best gifts for work anniversary,Exact match (close variant),None,Google_Search_NB_Products_Beta,Beta,anniversary awards,3,2,66.67%,USD,10,0,0,0.00%
,,,,,,company benefits and perks,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,3,2,66.67%,USD,5,0,0,0.00%
,,,,,,anniversary campaign ideas,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Anniversary,3,2,66.67%,USD,7,0,0,0.00%
,,,,,,vacation incentives,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Travel,3,2,66.67%,USD,8,0,0,0.00%
,,,,,,employee recognition letter samples,Phrase match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Recognition,3,2,66.67%,USD,6,0,0,0.00%
,,,,,,employee recognition program examples,Broad match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Recognition,3,2,66.67%,USD,13,0,0,0.00%
,,,,,,https spartanmotors recognition com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,3,2,66.67%,USD,3,0,0,0.00%
,,,,,,https inspira recognation com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,3,2,66.67%,USD,3,0,0,0.00%
,,,,,,hr total rewards ferrarausa com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,3,2,66.67%,USD,3,0,0,0.00%
,,,,,,sprint referral,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,3,2,66.67%,USD,6,0,0,0.00%
,,,,,,small business perks,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,3,2,66.67%,USD,9,0,0,0.00%
,,,,,,best gifts for employees,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha_eCPC,Alpha,Gifts,3,2,66.67%,USD,16,0,0,0.00%
,,,,,,how to reward employees without money,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,3,2,66.67%,USD,7,0,0,0.00%
,,,,,,employee anniversary message,Phrase match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Anniversary,3,2,66.67%,USD,10,0,0,0.00%
,,,,,,greatworkperks,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,3,2,66.67%,USD,5,0,0,0.00%
,,,,,,motivation strategies and techniques to appeal to employees,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,3,2,66.67%,USD,8,0,0,0.00%
,,,,,,what enterprise employees qualify for retirement benefits,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Retirement,3,2,66.67%,USD,2,0,0,0.00%
,,,,,,captive insurance agent referral program,Phrase match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,3,2,66.67%,USD,4,0,0,0.00%
,,,,,,vacation incentive packages,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Travel,3,2,66.67%,USD,8,0,0,0.00%
,,,,,,best company perks,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,3,2,66.67%,USD,6,0,0,0.00%
,,,,,,call center incentives,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,3,2,66.67%,USD,5,0,0,0.00%
,,,,,,vistana employee recognition,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,3,2,66.67%,USD,10,0,0,0.00%
,,,,,,united shore perks,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,3,2,66.67%,USD,4,0,0,0.00%
,,,,,,incentives for employees,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha_eCPC,Alpha,Incentive,3,2,66.67%,USD,22,0,0,0.00%
,,,,,,socal recognition com rsvp,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,3,2,66.67%,USD,4,0,0,0.00%
,,,,,,business anniversary ideas,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha_eCPC,Alpha,Anniversary,3,2,66.67%,USD,12,0,0,0.00%
,,,,,,business 50th anniversary celebration ideas,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,3,2,66.67%,USD,5,0,0,0.00%
,,,,,,work appreciation ecards,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,3,2,66.67%,USD,8,0,0,0.00%
,,,,,,blueboard reward,Exact match,Added,Google_Search_Brand_AllGeos_Alpha,Alpha,Brand Rewards,3,2,66.67%,USD,1,0,0,0.00%
,,,,,,employee 5 year anniversary,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,3,2,66.67%,USD,7,0,0,0.00%
,,,,,,employee recognition gift catalog,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Recognition,3,2,66.67%,USD,16,0,0,0.00%
,,,,,,staff appreciation ideas,Exact match (close variant),None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Appreciation,3,2,66.67%,USD,2,0,0,0.00%
,,,,,,how to attract diverse talent,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employer brand,3,2,66.67%,USD,7,0,0,0.00%
,,,,,,www peopleareeverything com hsi,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,3,2,66.67%,USD,4,0,0,0.00%
,,,,,,restaurant upselling incentives,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Sales Incentive,3,2,66.67%,USD,3,0,0,0.00%
,,,,,,blueboard pricing,Exact match,Added,Google_Search_Brand_AllGeos_Alpha,Alpha,Brand Pricing,3,2,66.67%,USD,3,0,0,0.00%
,,,,,,kudos program,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,3,2,66.67%,USD,6,0,0,0.00%
,,,,,,staples associate rewards,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,3,2,66.67%,USD,4,0,0,0.00%
,,,,,,25 years of service gifts,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Anniversary,3,2,66.67%,USD,5,0,0,0.00%
,,,,,,employee gift ideas,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha_eCPC,Alpha,Gifts,3,2,66.67%,USD,20,0,0,0.00%
,,,,,,blue board travel,Phrase match (close variant),None,Google_Search_Brand_AllGeos_Beta,Beta,Brand Core,3,2,66.67%,USD,4,0,0,0.00%
,,,,,,creating motivation in the workplace,Phrase match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,3,2,66.67%,USD,10,0,0,0.00%
,,,,,,what motivates people in the workplace,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,3,2,66.67%,USD,5,0,0,0.00%
,,,,,,customer appreciation programs,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,3,1,33.33%,USD,4,0,0,0.00%
,,,,,,accounting firm incentive programs,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,3,1,33.33%,USD,3,0,0,0.00%
,,,,,,www perks com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,3,1,33.33%,USD,1,0,0,0.00%
,,,,,,sales award ideas,Exact match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Sales Award,3,1,33.33%,USD,3,0,0,0.00%
,,,,,,engage 2 excel,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,3,1,33.33%,USD,2,0,0,0.00%
,,,,,,recognize program,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,3,1,33.33%,USD,3,0,0,0.00%
,,,,,,driver incentive program,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,3,1,33.33%,USD,2,0,0,0.00%
,,,,,,home depot referral program,Phrase match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,3,1,33.33%,USD,1,0,0,0.00%
,,,,,,fond com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,3,1,33.33%,USD,1,0,0,0.00%
,,,,,,www mywmtotalrewards,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,3,1,33.33%,USD,2,0,0,0.00%
,,,,,,the city of detroit retirement phone number,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Retirement,3,1,33.33%,USD,4,0,0,0.00%
,,,,,,business anniversary,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Anniversary,3,1,33.33%,USD,7,0,0,0.00%
,,,,,,ways to retain employees,Exact match,Added,Google_Search_NB_Resources_Beta,Beta,employee retention,3,1,33.33%,USD,4,0,0,0.00%
,,,,,,modern employee recognition programs,Phrase match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Recognition,3,1,33.33%,USD,15,0,0,0.00%
,,,,,,marketing gift ideas,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,3,1,33.33%,USD,1,0,0,0.00%
,,,,,,incentives for employees,Exact match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Incentive,3,1,33.33%,USD,5,0,0,0.00%
,,,,,,corporate gifting,Exact match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,3,1,33.33%,USD,1,0,0,0.00%
,,,,,,ideas for employee birthdays,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Employee Birthday,3,1,33.33%,USD,4,0,0,0.00%
,,,,,,sample write up for employee recognition,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,3,1,33.33%,USD,3,0,0,0.00%
,,,,,,esa employee free nights,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,3,1,33.33%,USD,1,0,0,0.00%
,,,,,,retirement gifts for women,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Retirement,3,1,33.33%,USD,2,0,0,0.00%
,,,,,,disco employee recognition,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Recognition,3,1,33.33%,USD,9,0,0,0.00%
,,,,,,work anniversary gifts for her,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,3,1,33.33%,USD,1,0,0,0.00%
,,,,,,corporate team gifts,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,3,1,33.33%,USD,3,0,0,0.00%
,,,,,,types of bonus,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,3,1,33.33%,USD,1,0,0,0.00%
,,,,,,b2b referral program,Phrase match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,3,1,33.33%,USD,3,0,0,0.00%
,,,,,,annual meeting gifts,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,3,1,33.33%,USD,2,0,0,0.00%
,,,,,,employee reward ideas,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,3,1,33.33%,USD,5,0,0,0.00%
,,,,,,special retirement gifts,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Retirement,3,1,33.33%,USD,1,0,0,0.00%
,,,,,,what are some unique employee benefits,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,3,1,33.33%,USD,2,0,0,0.00%
,,,,,,staff appreciation day 2020,Exact match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Appreciation,3,1,33.33%,USD,1,0,0,0.00%
,,,,,,write business anniversary press release,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Anniversary,3,1,33.33%,USD,5,0,0,0.00%
,,,,,,mtm recognition catalog,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,3,1,33.33%,USD,1,0,0,0.00%
,,,,,,referral program software,Phrase match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,3,1,33.33%,USD,5,0,0,0.00%
,,,,,,fretz spiffs,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Spiffs,3,1,33.33%,USD,4,0,0,0.00%
,,,,,,50 years of service award wording,Phrase match,None,Google_Search_NB_Products_Beta,Beta,anniversary awards,3,1,33.33%,USD,8,0,0,0.00%
,,,,,,chinese new year corporate gift ideas,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,3,1,33.33%,USD,1,0,0,0.00%
,,,,,,corporate beach gifts,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,3,1,33.33%,USD,2,0,0,0.00%
,,,,,,travel money incentives,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Travel,3,1,33.33%,USD,4,0,0,0.00%
,,,,,,support gift loop co,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,3,1,33.33%,USD,1,0,0,0.00%
,,,,,,recognition for employees examples,Exact match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Recognition,3,1,33.33%,USD,1,0,0,0.00%
,,,,,,100 birthday corporate,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Employee Birthday,3,1,33.33%,USD,3,0,0,0.00%
,,,,,,managing remote teams,Exact match,Added,Google_Search_NB_AllGeos_Beta_tCPA,Beta,remote,3,1,33.33%,USD,4,0,0,0.00%
,,,,,,motivational story ppt for employees,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,3,1,33.33%,USD,3,0,0,0.00%
,,,,,,spiff for men,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Spiffs,3,1,33.33%,USD,3,0,0,0.00%
,,,,,,employee retention plan template,Phrase match,None,Google_Search_NB_Resources_Beta,Beta,employee retention,3,1,33.33%,USD,2,0,0,0.00%
,,,,,,best employee anniversary gifts,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,3,1,33.33%,USD,1,0,0,0.00%
,,,,,,fedexground hrintranet reward & recognition button com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,3,1,33.33%,USD,3,0,0,0.00%
,,,,,,above and beyond recognition,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,3,1,33.33%,USD,3,0,0,0.00%
,,,,,,successful safety incentive programs examples,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,3,1,33.33%,USD,7,0,0,0.00%
,,,,,,www mywmtotal rewards com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,3,1,33.33%,USD,2,0,0,0.00%
,,,,,,employee rewards programs,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,3,1,33.33%,USD,6,0,0,0.00%
,,,,,,employee event ideas,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,3,1,33.33%,USD,2,0,0,0.00%
,,,,,,total rewards brochure,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,3,1,33.33%,USD,4,0,0,0.00%
,,,,,,www chooseyourgift com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Appreciation,3,1,33.33%,USD,2,0,0,0.00%
,,,,,,stripe referral,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,3,1,33.33%,USD,2,0,0,0.00%
,,,,,,recognizeapp com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,3,1,33.33%,USD,3,0,0,0.00%
,,,,,,what actions would you take to increase retention of employees,Phrase match (close variant),None,Google_Search_NB_Resources_Beta,Beta,employee retention,3,1,33.33%,USD,4,0,0,0.00%
,,,,,,how managers motivate employees,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,3,1,33.33%,USD,3,0,0,0.00%
,,,,,,how to retain retail employees,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee retention,3,1,33.33%,USD,3,0,0,0.00%
,,,,,,managing millennials for dummies,Phrase match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,millennials,3,1,33.33%,USD,8,0,0,0.00%
,,,,,,if you became the new manager at a restaurant with high employee turnover what actions would you take to increase retention of e,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee retention,3,1,33.33%,USD,4,0,0,0.00%
,,,,,,how to motivate employee to sell more in retail store,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,3,1,33.33%,USD,2,0,0,0.00%
,,,,,,perksatwork com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,3,1,33.33%,USD,1,0,0,0.00%
,,,,,,retirement gift ideas for men,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Retirement,3,1,33.33%,USD,1,0,0,0.00%
,,,,,,employee recognition trends 2019,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Recognition,3,1,33.33%,USD,7,0,0,0.00%
,,,,,,2 year work anniversary,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,3,1,33.33%,USD,6,0,0,0.00%
,,,,,,employee appreciation day 2020 ideas,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Appreciation,3,1,33.33%,USD,2,0,0,0.00%
,,,,,,work anniversary certificate template word,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,3,1,33.33%,USD,4,0,0,0.00%
,,,,,,25th anniversary business celebration ideas,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,3,1,33.33%,USD,6,0,0,0.00%
,,,,,,retention options for employees when organization is relocating,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee retention,3,1,33.33%,USD,4,0,0,0.00%
,,,,,,halliburton benefits,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,3,1,33.33%,USD,3,0,0,0.00%
,,,,,,employee reward system examples,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,3,1,33.33%,USD,1,0,0,0.00%
,,,,,,award gifts for employees,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Employee Awards,3,1,33.33%,USD,5,0,0,0.00%
,,,,,,bulk birthday gifts for employees,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Employee Birthday,3,1,33.33%,USD,4,0,0,0.00%
